Servicio Meteorológico Nacional,,,,,,,,,,
Red: SMN,,,,,,,,,,
Estación: ENCBII,,,,,,,,,,
Estado: Ciudad de México,,,,,,,,,,
Municipio: Gustavo A. Madero,,,,,,,,,,
Latitud (N): 19.49866944,,,,,,,,,,
Longitud (O): -99.14545278,,,,,,,,,,
Altitud: 2240,,,,,,,,,,
,,,,,,,,,,
Fecha Local,Fecha UTC,Dirección del Viento (grados),Dirección de ráfaga (grados),Rapidez de viento (km/h),Rapidez de ráfaga (km/h),Temperatura del Aire (°C),Humedad relativa (%),Presión Atmosférica (hpa),Precipitación (mm),Radiación Solar (W/m²)
2022-01-06 17:00:00,2022-01-06 23:00:00,216.0,312.0,3.1,9.4,24,45,778.5,0,5
2022-01-06 16:50:00,2022-01-06 22:50:00,113.0,102.0,2,4.2,24.5,45,778.3,0,26
2022-01-06 16:40:00,2022-01-06 22:40:00,137.0,82.0,2,6.5,24.8,45,778.2,0,61
2022-01-06 16:30:00,2022-01-06 22:30:00,137.0,220.0,2,4.2,24.9,43,778.1,0,89
2022-01-06 16:10:00,2022-01-06 22:10:00,200.0,225.0,2.3,5.6,24.8,43,778,0,85
2022-01-06 16:00:00,2022-01-06 22:00:00,96.0,90.0,3.2,7.4,25,44,778.1,0,88
2022-01-06 15:50:00,2022-01-06 21:50:00,249.0,307.0,2.7,5.9,25.2,39,778.2,0,83
2022-01-06 15:40:00,2022-01-06 21:40:00,338.0,317.0,3.4,7,25.3,39,778.2,0,66
2022-01-06 15:30:00,2022-01-06 21:30:00,288.0,348.0,4.3,9.3,25.4,39,778.2,0,44
2022-01-06 14:40:00,2022-01-06 20:40:00,181.0,253.0,2.1,4.1,26,42,778.4,0,270
2022-01-06 14:30:00,2022-01-06 20:30:00,264.0,297.0,5.1,11.5,25.4,43,778.5,0,120
2022-01-06 14:20:00,2022-01-06 20:20:00,229.0,284.0,4,9.2,26.3,43,778.6,0,126
2022-01-06 14:10:00,2022-01-06 20:10:00,300.0,291.0,4.7,10.5,25.9,44,778.7,0,152
2022-01-06 14:00:00,2022-01-06 20:00:00,355.0,322.0,4.3,10.1,25.5,45,778.8,0,136
2022-01-06 13:50:00,2022-01-06 19:50:00,45.0,213.0,4.8,10.1,25,45,779,0,135
2022-01-06 13:40:00,2022-01-06 19:40:00,283.0,346.0,5,14.7,25,45,779.2,0,156
2022-01-06 13:30:00,2022-01-06 19:30:00,302.0,329.0,6.5,12.9,25.3,46,779.4,0,108
2022-01-06 13:20:00,2022-01-06 19:20:00,267.0,349.0,4.6,10.5,24.9,47,779.6,0,99
2022-01-06 13:10:00,2022-01-06 19:10:00,84.0,89.0,4.2,11.5,24.2,47,779.8,0,136
2022-01-06 13:00:00,2022-01-06 19:00:00,82.0,94.0,4.6,10.7,24.3,48,780,0,103
2022-01-06 12:50:00,2022-01-06 18:50:00,35.0,80.0,6.3,12.4,23.8,49,780.2,0,92
2022-01-06 12:40:00,2022-01-06 18:40:00,359.0,355.0,5,12.9,23.8,48,780.4,0,83
2022-01-06 12:30:00,2022-01-06 18:30:00,225.0,265.0,4.7,10.7,23.7,49,780.6,0,80
2022-01-05 21:10:00,2022-01-06 03:10:00,89.0,99.0,4.4,11.4,17.8,61,780.6,0,0
2022-01-05 21:00:00,2022-01-06 03:00:00,100.0,102.0,3.2,7.3,17.5,62,780.5,0,0
2022-01-05 20:50:00,2022-01-06 02:50:00,108.0,106.0,2.7,4.9,17.2,62,780.3,0,0
2022-01-05 20:40:00,2022-01-06 02:40:00,95.0,71.0,3.6,7.4,17.9,61,780.2,0,0
2022-01-05 20:30:00,2022-01-06 02:30:00,69.0,119.0,4.2,6.6,17.3,62,780.1,0,0
2022-01-05 20:10:00,2022-01-06 02:10:00,108.0,184.0,2.3,4.2,18.1,61,779.9,0,0
2022-01-05 20:00:00,2022-01-06 02:00:00,121.0,270.0,2.4,6.4,18.1,60,779.8,0,0
2022-01-05 19:50:00,2022-01-06 01:50:00,47.0,83.0,2.5,5.8,18.7,58,779.7,0,0
2022-01-05 19:40:00,2022-01-06 01:40:00,77.0,103.0,2.3,4.6,19.3,57,779.5,0,0
2022-01-05 19:30:00,2022-01-06 01:30:00,99.0,110.0,2.7,7.1,19.8,56,779.3,0,0
2022-01-05 19:20:00,2022-01-06 01:20:00,98.0,95.0,3.1,6.8,19.9,56,779.3,0,0
2022-01-05 19:10:00,2022-01-06 01:10:00,69.0,85.0,4,7.1,20.7,53,779.3,0,0
2022-01-05 19:00:00,2022-01-06 01:00:00,345.0,312.0,2.5,4.9,21.4,53,779.1,0,0
2022-01-05 18:50:00,2022-01-06 00:50:00,160.0,356.0,2.4,6.7,22.1,51,778.9,0,0
2022-01-05 18:40:00,2022-01-06 00:40:00,146.0,255.0,2.5,6.3,22.4,49,778.8,0,0
2022-01-05 18:30:00,2022-01-06 00:30:00,121.0,188.0,2.6,13.6,22.3,47,778.6,0,0
2022-01-05 18:20:00,2022-01-06 00:20:00,144.0,211.0,2.2,7.8,21.9,41,778.5,0,0
2022-01-05 18:10:00,2022-01-06 00:10:00,102.0,88.0,1.9,4.1,22.5,40,778.4,0,2
2022-01-05 18:00:00,2022-01-06 00:00:00,90.0,99.0,3,4.9,23.4,38,778.4,0,11
2022-01-05 17:50:00,2022-01-05 23:50:00,86.0,95.0,3.3,6.9,23.9,38,778.4,0,20
2022-01-05 17:40:00,2022-01-05 23:40:00,95.0,95.0,3.1,6.6,24.4,37,778.3,0,27
2022-01-05 17:30:00,2022-01-05 23:30:00,82.0,96.0,4.2,9.4,24.7,36,778.3,0,32
2022-01-05 16:30:00,2022-01-05 22:30:00,66.0,357.0,6,17.1,26.6,35,778.2,0,281
2022-01-05 16:20:00,2022-01-05 22:20:00,89.0,150.0,3.2,9.9,26.7,34,778.3,0,316
2022-01-05 16:10:00,2022-01-05 22:10:00,94.0,97.0,4.9,14.1,26.9,34,778.3,0,345
2022-01-05 16:00:00,2022-01-05 22:00:00,127.0,340.0,2.9,8,27.9,33,778.3,0,392
2022-01-05 15:50:00,2022-01-05 21:50:00,132.0,228.0,4,10.4,28.5,32,778.4,0,423
2022-01-05 15:40:00,2022-01-05 21:40:00,154.0,303.0,2.2,5.6,29.2,32,778.4,0,420
2022-01-05 15:30:00,2022-01-05 21:30:00,73.0,67.0,3.4,8.2,28.2,33,778.5,0,251
2022-01-05 15:20:00,2022-01-05 21:20:00,3.0,274.0,4.2,8.4,27.8,32,778.6,0,126
2022-01-05 15:10:00,2022-01-05 21:10:00,152.0,325.0,2.1,4.4,28.1,32,778.7,0,101
2022-01-05 15:00:00,2022-01-05 21:00:00,227.0,268.0,3.8,10.2,26.9,34,778.8,0,130
2022-01-05 14:50:00,2022-01-05 20:50:00,286.0,352.0,8,15.4,26.6,33,779,0,138
2022-01-05 14:40:00,2022-01-05 20:40:00,265.0,358.0,3.3,11.1,26.5,34,779.1,0,280
2022-01-05 14:30:00,2022-01-05 20:30:00,237.0,348.0,3.2,8.7,26.2,36,779.3,0,232
2022-01-05 13:30:00,2022-01-05 19:30:00,133.0,125.0,3.1,11.3,25.7,40,780.4,0,86
2022-01-05 13:00:00,2022-01-05 19:00:00,183.0,85.0,2.5,6.6,24.6,41,781,0,92
2022-01-05 12:50:00,2022-01-05 18:50:00,126.0,223.0,3.7,11.1,24.2,41,781.3,0,82
2022-01-05 12:40:00,2022-01-05 18:40:00,197.0,235.0,3.1,8.2,24.1,41,781.5,0,76
2022-01-05 12:30:00,2022-01-05 18:30:00,118.0,80.0,3,7.2,23.9,42,781.6,0,67
2022-01-05 11:30:00,2022-01-05 17:30:00,186.0,324.0,2.5,4.8,21.4,49,782.6,0,62
2022-01-05 10:40:00,2022-01-05 16:40:00,224.0,354.0,2.6,5.6,18.3,54,783.2,0,53
2022-01-05 10:30:00,2022-01-05 16:30:00,199.0,225.0,3.2,6.3,17.9,55,783.3,0,53
2022-01-05 08:50:00,2022-01-05 14:50:00,114.0,76.0,1.8,3.6,12.2,73,783.4,0,39
2022-01-05 08:40:00,2022-01-05 14:40:00,24.0,93.0,2,3.6,11.1,78,783.3,0,37
2022-01-05 08:30:00,2022-01-05 14:30:00,22.0,358.0,2,3.1,9.7,81,783.1,0,34
2022-01-05 08:00:00,2022-01-05 14:00:00,60.0,358.0,1.9,2.8,7.6,84,782.8,0,22
2022-01-05 07:50:00,2022-01-05 13:50:00,63.0,88.0,2,2.6,7.3,84,782.7,0,18
2022-01-05 07:40:00,2022-01-05 13:40:00,76.0,95.0,2.2,3.1,6.9,84,782.6,0,13
2022-01-05 07:30:00,2022-01-05 13:30:00,85.0,87.0,1.9,3.1,6.9,84,782.5,0,7
2022-01-05 06:40:00,2022-01-05 12:40:00,281.0,283.0,1.7,2.3,7.2,84,782.2,0,0
2022-01-05 06:30:00,2022-01-05 12:30:00,251.0,66.0,1.9,2.5,7.3,83,782.2,0,0
2022-01-05 06:00:00,2022-01-05 12:00:00,253.0,267.0,1.5,1.8,7.5,82,782.2,0,0
2022-01-05 05:50:00,2022-01-05 11:50:00,261.0,261.0,1.6,2.1,7.5,82,782.2,0,0
2022-01-05 05:40:00,2022-01-05 11:40:00,315.0,344.0,1.7,2,7.6,82,782.2,0,0
2022-01-05 05:30:00,2022-01-05 11:30:00,243.0,268.0,1.7,2.4,7.6,82,782.2,0,0
2022-01-05 05:20:00,2022-01-05 11:20:00,104.0,341.0,1.7,2.6,7.7,81,782.2,0,0
2022-01-05 05:10:00,2022-01-05 11:10:00,84.0,90.0,2.4,3.6,7.9,80,782.1,0,0
2022-01-05 05:00:00,2022-01-05 11:00:00,79.0,354.0,2.3,3.4,8.3,80,782.2,0,0
2022-01-05 04:50:00,2022-01-05 10:50:00,193.0,297.0,1.5,2,8.2,80,782.1,0,0
2022-01-05 04:40:00,2022-01-05 10:40:00,284.0,294.0,1.6,2.5,8.3,79,782.2,0,0
2022-01-05 04:30:00,2022-01-05 10:30:00,8.0,351.0,1.5,1.8,8.5,78,782.2,0,0
2022-01-05 04:20:00,2022-01-05 10:20:00,237.0,227.0,1.6,2.1,8.8,78,782.2,0,0
2022-01-05 04:10:00,2022-01-05 10:10:00,185.0,222.0,1.6,2.3,8.7,79,782.2,0,0
2022-01-05 04:00:00,2022-01-05 10:00:00,264.0,308.0,2,2.6,8.8,78,782.3,0,0
2022-01-05 03:50:00,2022-01-05 09:50:00,316.0,332.0,1.8,3.1,8.9,77,782.3,0,0
2022-01-05 03:40:00,2022-01-05 09:40:00,338.0,346.0,1.7,2.4,9.1,77,782.5,0,0
2022-01-05 03:30:00,2022-01-05 09:30:00,221.0,225.0,2,2.7,9.2,78,782.5,0,0
2022-01-05 03:20:00,2022-01-05 09:20:00,212.0,251.0,1.5,2.3,9.1,76,782.6,0,0
2022-01-05 03:10:00,2022-01-05 09:10:00,77.0,99.0,1.5,2.1,9.5,76,782.7,0,0
2022-01-05 03:00:00,2022-01-05 09:00:00,86.0,183.0,1.6,2.3,9.4,75,782.7,0,0
2022-01-05 02:50:00,2022-01-05 08:50:00,97.0,95.0,1.9,3.4,9.4,75,782.8,0,0
2022-01-05 02:40:00,2022-01-05 08:40:00,65.0,356.0,1.9,2.6,9.6,73,782.8,0,0
2022-01-05 02:30:00,2022-01-05 08:30:00,20.0,352.0,1.6,2.4,9.9,73,783,0,0
2022-01-05 02:20:00,2022-01-05 08:20:00,214.0,318.0,1.7,3.1,10.2,73,783,0,0
2022-01-05 02:10:00,2022-01-05 08:10:00,193.0,219.0,1.7,2.7,10.2,73,783,0,0
2022-01-05 02:00:00,2022-01-05 08:00:00,123.0,135.0,1.7,3.1,10.2,72,783.1,0,0
2022-01-05 01:50:00,2022-01-05 07:50:00,228.0,292.0,1.7,3,10,72,783.1,0,0
2022-01-05 01:40:00,2022-01-05 07:40:00,267.0,264.0,1.7,2.8,10.3,71,783.1,0,0
2022-01-05 01:30:00,2022-01-05 07:30:00,174.0,256.0,2.1,4.8,10.4,71,783.2,0,0
2022-01-05 00:10:00,2022-01-05 06:10:00,127.0,236.0,1.9,3.4,11.2,69,783.4,0,0
2022-01-05 00:00:00,2022-01-05 06:00:00,84.0,61.0,1.9,3.5,11.3,69,783.4,0,0
2022-01-04 23:50:00,2022-01-05 05:50:00,113.0,269.0,2,3.8,11.6,69,783.3,0,0
2022-01-04 23:40:00,2022-01-05 05:40:00,236.0,250.0,2.7,5.2,11.6,69,783.4,0,0
2022-01-04 23:30:00,2022-01-05 05:30:00,165.0,274.0,1.6,2.6,12.1,68,783.4,0,0
2022-01-04 19:30:00,2022-01-05 01:30:00,135.0,201.0,1.9,6.4,16.8,50,782,0,0
2022-01-04 18:40:00,2022-01-05 00:40:00,316.0,246.0,1.5,2.3,19.8,44,781.3,0,0
2022-01-04 18:30:00,2022-01-05 00:30:00,50.0,91.0,1.8,2.9,21.1,42,781.3,0,0
2022-01-04 18:20:00,2022-01-05 00:20:00,71.0,69.0,2.7,4.4,22.3,39,781.3,0,0
2022-01-04 18:10:00,2022-01-05 00:10:00,59.0,70.0,4,6.4,23.3,37,781.3,0,1
2022-01-04 18:00:00,2022-01-05 00:00:00,59.0,65.0,4.8,8.4,23.7,37,781.3,0,8
2022-01-04 17:50:00,2022-01-04 23:50:00,60.0,70.0,4,8.2,24.1,37,781.2,0,17
2022-01-04 17:40:00,2022-01-04 23:40:00,72.0,95.0,5.1,10.1,24.6,37,781.1,0,26
2022-01-04 17:30:00,2022-01-04 23:30:00,98.0,190.0,3.3,9,24.7,36,781.1,0,29
2022-01-04 17:20:00,2022-01-04 23:20:00,95.0,221.0,3,6.2,25,36,781.1,0,34
2022-01-04 17:10:00,2022-01-04 23:10:00,58.0,72.0,3.9,9.5,25.4,34,781.1,0,39
2022-01-04 17:00:00,2022-01-04 23:00:00,95.0,103.0,2.7,6.5,25.4,33,781.1,0,43
2022-01-04 16:50:00,2022-01-04 22:50:00,117.0,150.0,2.5,7,25.6,32,781.1,0,47
2022-01-04 16:40:00,2022-01-04 22:40:00,114.0,106.0,2.7,9,25.7,32,781.1,0,121
2022-01-04 16:30:00,2022-01-04 22:30:00,119.0,223.0,2.5,7,26,32,781.2,0,307
2022-01-04 16:20:00,2022-01-04 22:20:00,103.0,101.0,3.4,7.6,26.3,32,781.2,0,354
2022-01-04 16:10:00,2022-01-04 22:10:00,65.0,77.0,3.7,8,26.8,31,781.3,0,396
2022-01-04 16:00:00,2022-01-04 22:00:00,87.0,72.0,3.9,8.4,27.8,30,781.3,0,426
2022-01-04 15:50:00,2022-01-04 21:50:00,237.0,268.0,4,8.7,27.9,30,781.3,0,464
2022-01-04 15:40:00,2022-01-04 21:40:00,304.0,334.0,4.8,10.4,28.3,31,781.3,0,465
2022-01-04 15:30:00,2022-01-04 21:30:00,7.0,344.0,4.1,8.5,27.4,32,781.3,0,302
2022-01-04 15:20:00,2022-01-04 21:20:00,43.0,63.0,4.5,10.2,27.3,33,781.4,0,120
2022-01-04 15:10:00,2022-01-04 21:10:00,343.0,359.0,5.4,10.9,26.8,34,781.6,0,163
2022-01-04 15:00:00,2022-01-04 21:00:00,307.0,310.0,6.6,14.2,26,36,781.7,0,137
2022-01-04 14:50:00,2022-01-04 20:50:00,25.0,291.0,3.2,8.2,26,37,781.9,0,124
2022-01-04 14:40:00,2022-01-04 20:40:00,306.0,356.0,3.8,7.7,25.8,37,782,0,222
2022-01-04 14:30:00,2022-01-04 20:30:00,110.0,134.0,2.6,8.1,25.2,39,782.2,0,247
2022-01-04 14:20:00,2022-01-04 20:20:00,340.0,324.0,5,11.6,25,40,782.3,0,91
2022-01-04 14:10:00,2022-01-04 20:10:00,99.0,221.0,3.4,10.2,24.8,41,782.5,0,104
2022-01-04 14:00:00,2022-01-04 20:00:00,193.0,249.0,2.5,6.4,24.8,41,782.6,0,141
2022-01-04 13:50:00,2022-01-04 19:50:00,134.0,310.0,2.3,4.4,24.6,42,782.8,0,107
2022-01-04 13:40:00,2022-01-04 19:40:00,33.0,57.0,4.4,8.1,23.9,43,783,0,108
2022-01-04 13:30:00,2022-01-04 19:30:00,61.0,311.0,3.9,9.1,23.5,43,783.2,0,76
2022-01-04 13:20:00,2022-01-04 19:20:00,301.0,355.0,6.8,13.7,23.6,43,783.4,0,73
2022-01-04 13:10:00,2022-01-04 19:10:00,73.0,158.0,3.5,9.2,23.5,43,783.6,0,93
2022-01-04 13:00:00,2022-01-04 19:00:00,53.0,360.0,5.4,10.7,23.4,43,783.9,0,82
2022-01-04 12:50:00,2022-01-04 18:50:00,300.0,350.0,6.9,13.4,23.5,44,784,0,81
2022-01-04 12:40:00,2022-01-04 18:40:00,74.0,342.0,3.5,8.2,23.2,45,784.3,0,65
2022-01-04 12:30:00,2022-01-04 18:30:00,132.0,255.0,2.4,8.1,22.9,47,784.5,0,61
2022-01-04 12:20:00,2022-01-04 18:20:00,154.0,169.0,2.3,4.9,22.4,48,784.7,0,63
2022-01-04 12:10:00,2022-01-04 18:10:00,117.0,203.0,2.8,8.1,21.8,53,784.9,0,65
2022-01-04 12:00:00,2022-01-04 18:00:00,22.0,346.0,4.1,10.6,21.4,53,785.1,0,67
2022-01-04 11:50:00,2022-01-04 17:50:00,4.0,275.0,4.3,9.2,21.1,54,785.3,0,72
2022-01-04 11:40:00,2022-01-04 17:40:00,322.0,333.0,5.5,10.7,20.8,54,785.6,0,70
2022-01-04 11:30:00,2022-01-04 17:30:00,28.0,86.0,5.3,13.1,20.5,56,785.7,0,65
2022-01-04 11:20:00,2022-01-04 17:20:00,62.0,108.0,3.8,9.9,20.3,58,785.9,0,60
2022-01-04 11:10:00,2022-01-04 17:10:00,146.0,360.0,2.5,7.8,19.7,59,786,0,60
2022-01-04 11:00:00,2022-01-04 17:00:00,287.0,343.0,4.5,8.9,19,61,786.2,0,59
2022-01-04 10:50:00,2022-01-04 16:50:00,13.0,340.0,3.3,7.3,18.4,62,786.3,0,58
2022-01-04 10:40:00,2022-01-04 16:40:00,304.0,318.0,3.9,7.3,18,63,786.4,0,55
2022-01-04 10:30:00,2022-01-04 16:30:00,200.0,270.0,3.5,7.1,18,64,786.4,0,54
2022-01-04 10:20:00,2022-01-04 16:20:00,85.0,138.0,3.4,7.8,17.4,66,786.5,0,52
2022-01-04 10:10:00,2022-01-04 16:10:00,148.0,272.0,2.6,6.3,16.9,67,786.6,0,50
2022-01-04 10:00:00,2022-01-04 16:00:00,172.0,226.0,2.5,5.8,16.2,69,786.7,0,49
2022-01-04 09:50:00,2022-01-04 15:50:00,38.0,359.0,2.4,4.6,15.8,69,786.8,0,49
2022-01-04 09:40:00,2022-01-04 15:40:00,165.0,239.0,2.9,5.6,15.3,71,786.8,0,47
2022-01-04 09:30:00,2022-01-04 15:30:00,321.0,352.0,3.4,6.4,15,71,786.8,0,46
2022-01-04 09:20:00,2022-01-04 15:20:00,199.0,273.0,2.3,4.9,14.8,72,786.8,0,46
2022-01-04 09:10:00,2022-01-04 15:10:00,134.0,223.0,2.1,5.9,14.4,75,786.8,0,44
2022-01-04 09:00:00,2022-01-04 15:00:00,153.0,344.0,2,4.6,12.9,79,786.7,0,42
2022-01-04 08:50:00,2022-01-04 14:50:00,135.0,276.0,1.9,4.8,12,82,786.7,0,40
2022-01-04 08:40:00,2022-01-04 14:40:00,312.0,352.0,1.8,2.8,10.9,87,786.7,0,37
2022-01-04 08:30:00,2022-01-04 14:30:00,335.0,340.0,2.2,3.1,10,89,786.6,0,35
2022-01-04 08:20:00,2022-01-04 14:20:00,59.0,95.0,2.7,4,9.3,89,786.6,0,32
2022-01-04 08:10:00,2022-01-04 14:10:00,85.0,95.0,2.1,3.2,8.7,89,786.5,0,28
2022-01-04 08:00:00,2022-01-04 14:00:00,94.0,111.0,1.9,2.9,8.3,89,786.4,0,24
2022-01-04 07:50:00,2022-01-04 13:50:00,83.0,91.0,1.6,2.3,8,89,786.3,0,19
2022-01-04 07:40:00,2022-01-04 13:40:00,112.0,297.0,1.8,3,7.8,89,786.2,0,14
2022-01-04 07:30:00,2022-01-04 13:30:00,38.0,91.0,1.6,2.6,7.6,89,786.1,0,8
2022-01-04 07:20:00,2022-01-04 13:20:00,72.0,83.0,2.7,3.5,7.7,89,786,0,3
2022-01-04 07:10:00,2022-01-04 13:10:00,98.0,92.0,1.7,2.8,7.5,89,785.9,0,0
2022-01-04 07:00:00,2022-01-04 13:00:00,94.0,90.0,1.9,2.6,7.7,89,785.8,0,0
2022-01-04 06:50:00,2022-01-04 12:50:00,64.0,298.0,2,2.8,7.6,89,785.8,0,0
2022-01-04 06:40:00,2022-01-04 12:40:00,18.0,300.0,1.6,1.8,7.8,88,785.7,0,0
2022-01-04 06:30:00,2022-01-04 12:30:00,331.0,250.0,1.4,1.8,7.9,89,785.7,0,0
2022-01-04 06:20:00,2022-01-04 12:20:00,83.0,91.0,1.9,2.6,8,88,785.7,0,0
2022-01-04 06:10:00,2022-01-04 12:10:00,84.0,259.0,1.9,2.7,8.2,88,785.6,0,0
2022-01-04 06:00:00,2022-01-04 12:00:00,255.0,277.0,1.7,2.3,8.2,88,785.6,0,0
2022-01-04 05:50:00,2022-01-04 11:50:00,304.0,228.0,1.4,2,8.3,88,785.5,0,0
2022-01-04 05:40:00,2022-01-04 11:40:00,249.0,243.0,1.5,2.2,8.4,88,785.5,0,0
2022-01-04 05:30:00,2022-01-04 11:30:00,252.0,255.0,2.1,2.5,8.5,88,785.5,0,0
2022-01-04 05:20:00,2022-01-04 11:20:00,221.0,236.0,1.8,2.6,8.3,88,785.5,0,0
2022-01-04 05:10:00,2022-01-04 11:10:00,290.0,351.0,1.6,2.4,8.4,87,785.4,0,0
2022-01-04 05:00:00,2022-01-04 11:00:00,278.0,321.0,1.9,2.6,8.3,87,785.4,0,0
2022-01-04 04:50:00,2022-01-04 10:50:00,15.0,41.0,2,2.8,8.7,87,785.4,0,0
2022-01-04 04:40:00,2022-01-04 10:40:00,232.0,235.0,1.5,2,8.8,87,785.4,0,0
2022-01-04 04:30:00,2022-01-04 10:30:00,85.0,85.0,2.1,3,9.1,87,785.4,0,0
2022-01-04 04:20:00,2022-01-04 10:20:00,85.0,93.0,2.3,3.3,8.9,86,785.3,0,0
2022-01-04 04:10:00,2022-01-04 10:10:00,67.0,223.0,1.7,2.6,9.1,86,785.3,0,0
2022-01-04 04:00:00,2022-01-04 10:00:00,254.0,251.0,1.5,2.1,9.3,86,785.3,0,0
2022-01-04 03:50:00,2022-01-04 09:50:00,130.0,209.0,1.6,2.4,9.5,86,785.2,0,0
2022-01-04 03:40:00,2022-01-04 09:40:00,211.0,275.0,1.9,2.6,9.4,85,785.2,0,0
2022-01-04 03:30:00,2022-01-04 09:30:00,355.0,358.0,1.6,2,9.7,85,785.3,0,0
2022-01-04 03:20:00,2022-01-04 09:20:00,212.0,227.0,2,2.6,9.9,85,785.3,0,0
2022-01-04 03:10:00,2022-01-04 09:10:00,216.0,226.0,1.9,2.8,10,85,785.3,0,0
2022-01-04 03:00:00,2022-01-04 09:00:00,169.0,63.0,1.7,2.5,10.1,85,785.3,0,0
2022-01-04 02:50:00,2022-01-04 08:50:00,128.0,237.0,1.8,2.5,10.2,85,785.4,0,0
2022-01-04 02:40:00,2022-01-04 08:40:00,78.0,63.0,2.2,3.2,10.1,84,785.5,0,0
2022-01-04 02:30:00,2022-01-04 08:30:00,68.0,82.0,2.2,3.1,10.3,83,785.6,0,0
2022-01-04 02:20:00,2022-01-04 08:20:00,65.0,58.0,2.3,3.4,10.7,82,785.6,0,0
2022-01-04 02:10:00,2022-01-04 08:10:00,64.0,81.0,2.2,3.3,11,82,785.6,0,0
2022-01-04 02:00:00,2022-01-04 08:00:00,103.0,247.0,1.8,3.2,11.3,80,785.7,0,0
2022-01-04 01:50:00,2022-01-04 07:50:00,78.0,141.0,1.7,2.6,11.8,80,785.7,0,0
2022-01-04 01:40:00,2022-01-04 07:40:00,138.0,231.0,2.2,3.8,12.1,79,785.8,0,0
2022-01-04 01:30:00,2022-01-04 07:30:00,179.0,229.0,1.9,3.3,12.6,78,785.9,0,0
2022-01-04 01:20:00,2022-01-04 07:20:00,131.0,92.0,2,4.9,12.9,76,785.9,0,0
2022-01-04 01:10:00,2022-01-04 07:10:00,243.0,321.0,2.3,5.1,13.8,74,785.9,0,0
2022-01-04 01:00:00,2022-01-04 07:00:00,287.0,310.0,3.9,7,14.3,73,785.9,0,0
2022-01-04 00:50:00,2022-01-04 06:50:00,265.0,290.0,4.8,9.1,14.6,73,785.9,0,0
2022-01-04 00:40:00,2022-01-04 06:40:00,257.0,299.0,5.3,9.3,14.6,73,785.9,0,0
2022-01-04 00:30:00,2022-01-04 06:30:00,253.0,276.0,5.8,9.8,14.7,72,786,0,0
2022-01-04 00:20:00,2022-01-04 06:20:00,269.0,296.0,5.1,9.4,15,72,786,0,0
2022-01-04 00:10:00,2022-01-04 06:10:00,262.0,261.0,5.4,10.4,15.2,71,786.1,0,0
2022-01-04 00:00:00,2022-01-04 06:00:00,284.0,311.0,5.7,12.7,15.3,71,786.1,0,0
2022-01-03 23:50:00,2022-01-04 05:50:00,274.0,285.0,6.3,10.6,15.5,70,786.1,0,0
2022-01-03 23:40:00,2022-01-04 05:40:00,279.0,314.0,5.6,11.4,15.6,70,786.1,0,0
2022-01-03 23:30:00,2022-01-04 05:30:00,281.0,304.0,6.7,12.1,15.7,70,786.1,0,0
2022-01-03 23:20:00,2022-01-04 05:20:00,272.0,299.0,7.1,12.8,15.9,69,786.2,0,0
2022-01-03 23:10:00,2022-01-04 05:10:00,287.0,306.0,7.6,14.9,16,69,786.1,0,0
2022-01-03 23:00:00,2022-01-04 05:00:00,285.0,297.0,7.4,13.7,16.1,69,786.1,0,0
2022-01-03 22:50:00,2022-01-04 04:50:00,277.0,292.0,6.3,14.9,16.2,68,786.1,0,0
2022-01-03 22:40:00,2022-01-04 04:40:00,274.0,298.0,7.4,14,16.1,69,786,0,0
2022-01-03 22:30:00,2022-01-04 04:30:00,278.0,297.0,5,9.8,16.1,69,786,0,0
2022-01-03 22:20:00,2022-01-04 04:20:00,257.0,278.0,6,11.9,16.3,69,786.1,0,0
2022-01-03 22:10:00,2022-01-04 04:10:00,260.0,303.0,5.6,10,16.5,68,786,0,0
2022-01-03 22:00:00,2022-01-04 04:00:00,269.0,266.0,7.6,13.1,16.6,68,786,0,0
2022-01-03 21:50:00,2022-01-04 03:50:00,267.0,303.0,6.2,11.8,16.6,68,786,0,0
2022-01-03 21:40:00,2022-01-04 03:40:00,291.0,332.0,4.4,8.6,16.8,67,786,0,0
2022-01-03 21:30:00,2022-01-04 03:30:00,273.0,302.0,4.9,10.9,17.1,67,785.9,0,0
2022-01-03 21:20:00,2022-01-04 03:20:00,267.0,318.0,6.5,11.5,17.4,66,785.8,0,0
2022-01-03 21:10:00,2022-01-04 03:10:00,281.0,276.0,8,15.6,17.5,66,785.8,0,0
2022-01-03 21:00:00,2022-01-04 03:00:00,277.0,291.0,7.6,14.6,17.6,66,785.6,0,0
2022-01-03 20:50:00,2022-01-04 02:50:00,279.0,281.0,7.5,13.8,17.9,65,785.5,0,0
